EXERCICIO;CODIGO_NATUREZA_DESPESA;NOME_NATUREZA_DESPESA;CODIGO_ITEM_DESPESA;NOME_ITEM_DESPESA
2024;339041;GRUPO NATUREZA DESPESA;1;CONTRIBUICOES                                                                   
2024;33904100;CONTRIBUICOES;1;CONTRIBUICOES
2024;339043;GRUPO NATUREZA DESPESA;1;OUTROS AUXILIOS FINANCEIROS A PESSOA JURIDICA                                   
2024;33904300;SUBVENCOES SOCIAIS;1;OUTROS AUXILIOS FINANCEIROS A PESSOA JURIDICA
2024;339045;GRUPO NATUREZA DESPESA;1;EQUALIZACAO DE PRECOS E TAXAS                                                   
2024;33904500;EQUALIZACAO DE PRECOS E TAXAS;1;EQUALIZACAO DE PRECOS E TAXAS
2024;339046;GRUPO NATUREZA DESPESA;1;AUXILIO ALIMENTACAO                                                             
2024;33904600;AUXILIO-ALIMENTACAO;1;AUXILIO ALIMENTACAO
2024;339047;GRUPO NATUREZA DESPESA;1;PASEP                                                                           
2024;339047;GRUPO NATUREZA DESPESA;2;IPTU                                                                            
2024;339047;GRUPO NATUREZA DESPESA;3;TCR                                                                             
2024;339047;GRUPO NATUREZA DESPESA;4;ALVARA DE LICENCA                                                               
2024;339047;GRUPO NATUREZA DESPESA;99;OUTRAS OBRIGACOES TRIBUTARIAS E CONTRIBUTATIVAS                                 
2024;33904700;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS;1;PASEP
2024;33904700;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS;2;IPTU
2024;33904700;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS;3;TCR
2024;33904700;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS;4;ALVARA DE LICENCA
2024;33904700;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS;99;OUTRAS OBRIGACOES TRIBUTARIAS E CONTRIBUTATIVAS
2024;339048;GRUPO NATUREZA DESPESA;1;OUTROS AUXILIOS FINANCEIROS A PESSOA FISICA                                     
2024;339048;GRUPO NATUREZA DESPESA;2;BENEFICIOS A SERV E EMPREG ASS MEDICA E ODONTOLOGICA                            
2024;339048;GRUPO NATUREZA DESPESA;3;AJUDA DE CUSTO TRANSPORTE E AUXILIO MORADIA                                     
2024;33904800;OUTROS AUXILIOS FINANCEIROS A PESSOAS FISICAS;1;OUTROS AUXILIOS FINANCEIROS A PESSOA FISICA
2024;33904800;OUTROS AUXILIOS FINANCEIROS A PESSOAS FISICAS;2;BENEFICIOS A SERV E EMPREG ASS MEDICA E ODONTOLOGICA
2024;33904800;OUTROS AUXILIOS FINANCEIROS A PESSOAS FISICAS;3;AJUDA DE CUSTO TRANSPORTE E AUXILIO MORADIA
2024;339049;GRUPO NATUREZA DESPESA;1;AUXILIO TRANSPORTE                                                              
2024;33904900;AUXILIO-TRANSPORTE;1;AUXILIO TRANSPORTE
2024;339086;GRUPO NATUREZA DESPESA;1;COMPENSAÇÃO RGPS                                                                
2024;33908600;COMPENSACOES A REGIMES DE PREVIDENCIA;1;COMPENSAÇÃO RGPS
2024;339091;GRUPO NATUREZA DESPESA;1;DECISOES JUDICIAIS                                                              
2024;339091;GRUPO NATUREZA DESPESA;2;INDENIZACOES                                                                    
2024;339091;GRUPO NATUREZA DESPESA;3;DESAPROPRIACOES                                                                 
2024;339091;GRUPO NATUREZA DESPESA;4;PRECATORIOS                                                                     
2024;339091;GRUPO NATUREZA DESPESA;5;SENTENCAS CONTRA EMPRESAS                                                       
2024;339091;GRUPO NATUREZA DESPESA;6;SENTENCAS DE PEQUENO VALOR                                                      
2024;339091;GRUPO NATUREZA DESPESA;7;MANDADOS DE SEGURANCA E MEDIDAS CAUTELARES                                      
2024;339091;GRUPO NATUREZA DESPESA;99;OUTRAS DECISOES JUDICIAIS                                                       
2024;33909100;SENTENCAS JUDICIAIS;1;DECISOES JUDICIAIS
2024;33909100;SENTENCAS JUDICIAIS;2;INDENIZACOES
2024;33909100;SENTENCAS JUDICIAIS;3;DESAPROPRIACOES
2024;33909100;SENTENCAS JUDICIAIS;4;PRECATORIOS
2024;33909100;SENTENCAS JUDICIAIS;5;SENTENCAS CONTRA EMPRESAS
2024;33909100;SENTENCAS JUDICIAIS;6;SENTENCAS DE PEQUENO VALOR
2024;33909100;SENTENCAS JUDICIAIS;7;MANDADOS DE SEGURANCA E MEDIDAS CAUTELARES
2024;33909100;SENTENCAS JUDICIAIS;99;OUTRAS DECISOES JUDICIAIS
2024;339092;GRUPO NATUREZA DESPESA;1;SERV DE TERCEIROS P FISICA                                                      
2024;339092;GRUPO NATUREZA DESPESA;2;SERV DE TERCEIROS P JURIDICA                                                    
2024;339092;GRUPO NATUREZA DESPESA;3;MATERIAL DE CONSUMO                                                             
2024;339092;GRUPO NATUREZA DESPESA;4;DIARIAS                                                                         
2024;339092;GRUPO NATUREZA DESPESA;5;INDENIZACOES E RESTITUICOES                                                     
2024;339092;GRUPO NATUREZA DESPESA;6;PENSOES ESPECIAIS                                                               
2024;339092;GRUPO NATUREZA DESPESA;7;SUBVENCOES SOCIAIS                                                              
2024;339092;GRUPO NATUREZA DESPESA;8;CONVENIOS ACORDOS E AJUSTE                                                      
2024;339092;GRUPO NATUREZA DESPESA;10;SEQUESTRO                                                                       
2024;339092;GRUPO NATUREZA DESPESA;44;PASEP EXERCICIO ANTERIOR                                                        
2024;339092;GRUPO NATUREZA DESPESA;80;MAT DE CONSUMO P TEC DA INFORMATICA                                             
2024;339092;GRUPO NATUREZA DESPESA;81;SERV DE CONSULTORIA P TEC DA INFORMACAO                                         
2024;339092;GRUPO NATUREZA DESPESA;82;SERV DE TER PF EM TEC DA INFORMACAO                                             
2024;339092;GRUPO NATUREZA DESPESA;83;SERV DE TER PJ EM TEC DA INFORMACAO                                             
2024;339092;GRUPO NATUREZA DESPESA;89;OUTROS DESP P REC DA INFORMACAO                                                 
2024;339092;GRUPO NATUREZA DESPESA;99;OUTRAS DESPESAS CORRENTES                                                       
2024;33909200;DESPESAS DE EXERCICIOS ANTERIORES;1;SERV DE TERCEIROS P FISICA
2024;33909200;DESPESAS DE EXERCICIOS ANTERIORES;2;SERV DE TERCEIROS P JURIDICA
2024;33909200;DESPESAS DE EXERCICIOS ANTERIORES;3;MATERIAL DE CONSUMO
2024;33909200;DESPESAS DE EXERCICIOS ANTERIORES;4;DIARIAS
2024;33909200;DESPESAS DE EXERCICIOS ANTERIORES;5;INDENIZACOES E RESTITUICOES
2024;33909200;DESPESAS DE EXERCICIOS ANTERIORES;6;PENSOES ESPECIAIS
2024;33909200;DESPESAS DE EXERCICIOS ANTERIORES;7;SUBVENCOES SOCIAIS
2024;33909200;DESPESAS DE EXERCICIOS ANTERIORES;8;CONVENIOS ACORDOS E AJUSTE
2024;33909200;DESPESAS DE EXERCICIOS ANTERIORES;10;SEQUESTRO
2024;33909200;DESPESAS DE EXERCICIOS ANTERIORES;44;PASEP EXERCICIO ANTERIOR
2024;33909200;DESPESAS DE EXERCICIOS ANTERIORES;80;MAT DE CONSUMO P TEC DA INFORMATICA
2024;33909200;DESPESAS DE EXERCICIOS ANTERIORES;81;SERV DE CONSULTORIA P TEC DA INFORMACAO
2024;33909200;DESPESAS DE EXERCICIOS ANTERIORES;82;SERV DE TER PF EM TEC DA INFORMACAO
2024;33909200;DESPESAS DE EXERCICIOS ANTERIORES;83;SERV DE TER PJ EM TEC DA INFORMACAO
2024;33909200;DESPESAS DE EXERCICIOS ANTERIORES;89;OUTROS DESP P REC DA INFORMACAO
2024;33909200;DESPESAS DE EXERCICIOS ANTERIORES;99;OUTRAS DESPESAS CORRENTES
2024;339093;GRUPO NATUREZA DESPESA;1;INDENIZACOES                                                                    
2024;339093;GRUPO NATUREZA DESPESA;2;RESTITUICOES                                                                    
2024;339093;GRUPO NATUREZA DESPESA;3;RESTITUICOES DE RECEITA                                                         
2024;339093;GRUPO NATUREZA DESPESA;4;RESSARCIMENTO                                                                   
2024;339093;GRUPO NATUREZA DESPESA;5;RESTITUICOES DO FDI                                                             
2024;339093;GRUPO NATUREZA DESPESA;6;RESSARCIMENTO A CARTORIOS EXTRA JUDICIAIS                                       
2024;339093;GRUPO NATUREZA DESPESA;7;INDENIZACAO DE MORADIA PESSOAL CIVIL                                            
2024;339093;GRUPO NATUREZA DESPESA;99;OUTRAS INDENIZACOES E RESTITUICOES                                              
2024;33909300;INDENIZACOES E RESTITUICOES;1;INDENIZACOES
2024;33909300;INDENIZACOES E RESTITUICOES;2;RESTITUICOES
2024;33909300;INDENIZACOES E RESTITUICOES;3;RESTITUICOES DE RECEITA
2024;33909300;INDENIZACOES E RESTITUICOES;4;RESSARCIMENTO
2024;33909300;INDENIZACOES E RESTITUICOES;5;RESTITUICOES DO FDI
2024;33909300;INDENIZACOES E RESTITUICOES;6;RESSARCIMENTO A CARTORIOS EXTRA JUDICIAIS
2024;33909300;INDENIZACOES E RESTITUICOES;7;INDENIZACAO DE MORADIA PESSOAL CIVIL
2024;33909300;INDENIZACOES E RESTITUICOES;99;OUTRAS INDENIZACOES E RESTITUICOES
2024;339095;GRUPO NATUREZA DESPESA;1;INDENIZACOES PELA EXECUCAODE TRABALHOS DE CAMPO                                 
2024;33909500;INDENIZACAO PELA EXECUCAO DE TRABALHOS DE CAMPO;1;INDENIZACOES PELA EXECUCAODE TRABALHOS DE CAMPO
2024;339098;GRUPO NATUREZA DESPESA;1;COMPENSACAO RGPS                                                                
2024;33909800;COMPENSACOES AO RGPS;1;COMPENSACAO RGPS
2024;339130;GRUPO NATUREZA DESPESA;1;COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS                                        
2024;339130;GRUPO NATUREZA DESPESA;2;COMBUSTIVEIS E LUBRIFICANTES DE AVIACAO                                         
2024;339130;GRUPO NATUREZA DESPESA;3;COMBUSTIVEIS E LUBRIFICANTES PARA OUTRAS FINALIDADES                            
2024;339130;GRUPO NATUREZA DESPESA;4;GAS ENGARRAFADO                                                                 
2024;339130;GRUPO NATUREZA DESPESA;5;EXPLOSIVOS E MUNICOES                                                           
2024;339130;GRUPO NATUREZA DESPESA;6;ALIMENTOS PARA ANIMAIS                                                          
2024;339130;GRUPO NATUREZA DESPESA;7;GENEROS DE ALIMENTACAO                                                          
2024;339130;GRUPO NATUREZA DESPESA;8;ANIMAIS PARA PESQUISA E ABATE                                                   
2024;339130;GRUPO NATUREZA DESPESA;9;MATERIAL FARMACOLOGICO                                                          
2024;339130;GRUPO NATUREZA DESPESA;10;MATERIAL ODONTOLOGICO                                                           
2024;339130;GRUPO NATUREZA DESPESA;11;MATERIAL QUIMICO                                                                
2024;339130;GRUPO NATUREZA DESPESA;12;MATERIAL DE COUDELARIA OU DE USO ZOOTECNICO                                     
2024;339130;GRUPO NATUREZA DESPESA;13;MATERIAL DE CACA E PESCA                                                        
2024;339130;GRUPO NATUREZA DESPESA;14;MATERIAL EDUCATIVO E ESPORTIVO                                                  
2024;339130;GRUPO NATUREZA DESPESA;15;MATERIAL PARA FESTIVIDADES E HOMENAGENS                                         
2024;339130;GRUPO NATUREZA DESPESA;16;MATERIAL DE EXPEDIENTE                                                          
2024;339130;GRUPO NATUREZA DESPESA;17;MATERIAL DE PROCESSAMENTO DE DADOS                                              
2024;339130;GRUPO NATUREZA DESPESA;18;MATERIAIS E MEDICAMENTOS PARA USO VETERINARIO                                   
2024;339130;GRUPO NATUREZA DESPESA;19;MATERIAL DE ACONDICIONAMENTO E EMBALAGEM                                        
2024;339130;GRUPO NATUREZA DESPESA;20;MATERIAL DE CAMA, MESA E BANHO                                                  
2024;339130;GRUPO NATUREZA DESPESA;21;MATERIAL DE COPA E COZINHA                                                      
2024;339130;GRUPO NATUREZA DESPESA;22;MATERIAL DE LIMPEZA E PRODUCAO DE HIGIENIZACAO                                  
2024;339130;GRUPO NATUREZA DESPESA;23;UNIFORMES, TECIDOS E AVIAMENTOS                                                 
2024;339130;GRUPO NATUREZA DESPESA;24;MATERIAL PARA MANUTENCAO DE BENS IMOVEIS                                        
2024;339130;GRUPO NATUREZA DESPESA;25;MATERIAL PARA MANUTENCAO DE BENS MOVEIS                                         
2024;339130;GRUPO NATUREZA DESPESA;26;MATERIAL ELETRICO E ELETRONICO                                                  
2024;339130;GRUPO NATUREZA DESPESA;27;MATERIAL DE MANOBRA E PATRULHAMENTO                                             
2024;339130;GRUPO NATUREZA DESPESA;28;MATERIAL DE PROTECAO E SEGURANCA                                                
2024;339130;GRUPO NATUREZA DESPESA;29;MATERIAL PARA AUDIO, VIDEO E FOTO                                               
2024;339130;GRUPO NATUREZA DESPESA;30;MATERIAL PARA COMUNICACOES                                                      
2024;339130;GRUPO NATUREZA DESPESA;31;SEMENTES, MUDAS DE PLANTAS E INSUMOS                                            
2024;339130;GRUPO NATUREZA DESPESA;32;SUPRIMENTO DE AVIACAO                                                           
2024;339130;GRUPO NATUREZA DESPESA;33;MATERIAL PARA PRODUCAO INDUSTRIAL                                               
2024;339130;GRUPO NATUREZA DESPESA;34;SOBRESSALENTES, MAQUINAS E MOTORES DE NAVIOS E EMBARCACOES                      
2024;339130;GRUPO NATUREZA DESPESA;35;MATERIAL LABORATORIAL                                                           
2024;339130;GRUPO NATUREZA DESPESA;36;MATERIAL HOSPITALAR                                                             
2024;339130;GRUPO NATUREZA DESPESA;37;SOBRESSALENTES DE ARMAMENTO                                                     
2024;339130;GRUPO NATUREZA DESPESA;38;SUPRIMENTO DE PROTECAO AO VOO                                                   
2024;339130;GRUPO NATUREZA DESPESA;39;MATERIAL PARA MANUTENCAO DE VEICULOS                                            
2024;339130;GRUPO NATUREZA DESPESA;40;MATERIAL BIOLOGICO                                                              
2024;339130;GRUPO NATUREZA DESPESA;41;MATERIAL PARA UTILIZACAO EM GRAFICA                                             
2024;339130;GRUPO NATUREZA DESPESA;42;FERRAMENTAS                                                                     
2024;339130;GRUPO NATUREZA DESPESA;43;MATERIAL PARA REABILITACAO PROFISSIONAL                                         
2024;339130;GRUPO NATUREZA DESPESA;44;MATERIAL DE SINALIZACAO VISUAL E AFINS                                          
2024;339130;GRUPO NATUREZA DESPESA;45;MATERIAL TECNICO PARA SELECAO E TREINAMENTO                                     
2024;339130;GRUPO NATUREZA DESPESA;46;MATERIAL BIBLIOGRAFICO NAO IMOBILIZAVEL                                         
2024;339130;GRUPO NATUREZA DESPESA;47;AQUISICAO DE SOFTWARES DE BASE                                                  
2024;339130;GRUPO NATUREZA DESPESA;48;BENS MOVEIS NAO ATIVAVEIS                                                       
2024;339130;GRUPO NATUREZA DESPESA;49;BILHETES DE PASSAGEM                                                            
2024;339130;GRUPO NATUREZA DESPESA;50;BANDEIRAS, FLAMULAS E INSIGNIAS                                                 
2024;339130;GRUPO NATUREZA DESPESA;51;MATERIAL DE CONSUMO - PAGTO ANTECIPADO                                          
2024;339130;GRUPO NATUREZA DESPESA;52;OUTROS MATERIAIS DE CONSUMO                                                     
2024;33913000;MATERIAL DE CONSUMO;1;COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS
2024;33913000;MATERIAL DE CONSUMO;2;COMBUSTIVEIS E LUBRIFICANTES DE AVIACAO
2024;33913000;MATERIAL DE CONSUMO;3;COMBUSTIVEIS E LUBRIFICANTES PARA OUTRAS FINALIDADES
2024;33913000;MATERIAL DE CONSUMO;4;GAS ENGARRAFADO
2024;33913000;MATERIAL DE CONSUMO;5;EXPLOSIVOS E MUNICOES
2024;33913000;MATERIAL DE CONSUMO;6;ALIMENTOS PARA ANIMAIS
2024;33913000;MATERIAL DE CONSUMO;7;GENEROS DE ALIMENTACAO
2024;33913000;MATERIAL DE CONSUMO;8;ANIMAIS PARA PESQUISA E ABATE
2024;33913000;MATERIAL DE CONSUMO;9;MATERIAL FARMACOLOGICO
2024;33913000;MATERIAL DE CONSUMO;10;MATERIAL ODONTOLOGICO
2024;33913000;MATERIAL DE CONSUMO;11;MATERIAL QUIMICO
2024;33913000;MATERIAL DE CONSUMO;12;MATERIAL DE COUDELARIA OU DE USO ZOOTECNICO
2024;33913000;MATERIAL DE CONSUMO;13;MATERIAL DE CACA E PESCA
2024;33913000;MATERIAL DE CONSUMO;14;MATERIAL EDUCATIVO E ESPORTIVO
2024;33913000;MATERIAL DE CONSUMO;15;MATERIAL PARA FESTIVIDADES E HOMENAGENS
2024;33913000;MATERIAL DE CONSUMO;16;MATERIAL DE EXPEDIENTE
2024;33913000;MATERIAL DE CONSUMO;17;MATERIAL DE PROCESSAMENTO DE DADOS
2024;33913000;MATERIAL DE CONSUMO;18;MATERIAIS E MEDICAMENTOS PARA USO VETERINARIO
2024;33913000;MATERIAL DE CONSUMO;19;MATERIAL DE ACONDICIONAMENTO E EMBALAGEM
2024;33913000;MATERIAL DE CONSUMO;20;MATERIAL DE CAMA, MESA E BANHO
2024;33913000;MATERIAL DE CONSUMO;21;MATERIAL DE COPA E COZINHA
2024;33913000;MATERIAL DE CONSUMO;22;MATERIAL DE LIMPEZA E PRODUCAO DE HIGIENIZACAO
2024;33913000;MATERIAL DE CONSUMO;23;UNIFORMES, TECIDOS E AVIAMENTOS
2024;33913000;MATERIAL DE CONSUMO;24;MATERIAL PARA MANUTENCAO DE BENS IMOVEIS
2024;33913000;MATERIAL DE CONSUMO;25;MATERIAL PARA MANUTENCAO DE BENS MOVEIS
2024;33913000;MATERIAL DE CONSUMO;26;MATERIAL ELETRICO E ELETRONICO
2024;33913000;MATERIAL DE CONSUMO;27;MATERIAL DE MANOBRA E PATRULHAMENTO
2024;33913000;MATERIAL DE CONSUMO;28;MATERIAL DE PROTECAO E SEGURANCA
2024;33913000;MATERIAL DE CONSUMO;29;MATERIAL PARA AUDIO, VIDEO E FOTO
2024;33913000;MATERIAL DE CONSUMO;30;MATERIAL PARA COMUNICACOES
2024;33913000;MATERIAL DE CONSUMO;31;SEMENTES, MUDAS DE PLANTAS E INSUMOS
2024;33913000;MATERIAL DE CONSUMO;32;SUPRIMENTO DE AVIACAO
2024;33913000;MATERIAL DE CONSUMO;33;MATERIAL PARA PRODUCAO INDUSTRIAL
2024;33913000;MATERIAL DE CONSUMO;34;SOBRESSALENTES, MAQUINAS E MOTORES DE NAVIOS E EMBARCACOES
2024;33913000;MATERIAL DE CONSUMO;35;MATERIAL LABORATORIAL
2024;33913000;MATERIAL DE CONSUMO;36;MATERIAL HOSPITALAR
2024;33913000;MATERIAL DE CONSUMO;37;SOBRESSALENTES DE ARMAMENTO
2024;33913000;MATERIAL DE CONSUMO;38;SUPRIMENTO DE PROTECAO AO VOO
2024;33913000;MATERIAL DE CONSUMO;39;MATERIAL PARA MANUTENCAO DE VEICULOS
2024;33913000;MATERIAL DE CONSUMO;40;MATERIAL BIOLOGICO
2024;33913000;MATERIAL DE CONSUMO;41;MATERIAL PARA UTILIZACAO EM GRAFICA
2024;33913000;MATERIAL DE CONSUMO;42;FERRAMENTAS
2024;33913000;MATERIAL DE CONSUMO;43;MATERIAL PARA REABILITACAO PROFISSIONAL
2024;33913000;MATERIAL DE CONSUMO;44;MATERIAL DE SINALIZACAO VISUAL E AFINS
2024;33913000;MATERIAL DE CONSUMO;45;MATERIAL TECNICO PARA SELECAO E TREINAMENTO
2024;33913000;MATERIAL DE CONSUMO;46;MATERIAL BIBLIOGRAFICO NAO IMOBILIZAVEL
2024;33913000;MATERIAL DE CONSUMO;47;AQUISICAO DE SOFTWARES DE BASE
2024;33913000;MATERIAL DE CONSUMO;48;BENS MOVEIS NAO ATIVAVEIS
2024;33913000;MATERIAL DE CONSUMO;49;BILHETES DE PASSAGEM
2024;33913000;MATERIAL DE CONSUMO;50;BANDEIRAS, FLAMULAS E INSIGNIAS
2024;33913000;MATERIAL DE CONSUMO;51;MATERIAL DE CONSUMO - PAGTO ANTECIPADO
2024;33913000;MATERIAL DE CONSUMO;52;OUTROS MATERIAIS DE CONSUMO
2024;339132;GRUPO NATUREZA DESPESA;1;PREMIOS E CONDECORACOES                                                         
2024;339132;GRUPO NATUREZA DESPESA;2;MEDALHAS E TROFEUS                                                              
2024;339132;GRUPO NATUREZA DESPESA;3;LIVROS DIDATICOS                                                                
2024;339132;GRUPO NATUREZA DESPESA;4;MEDICAMENTOS                                                                    
2024;339132;GRUPO NATUREZA DESPESA;6;MATERIAL ESPORTIVOS                                                             
2024;339132;GRUPO NATUREZA DESPESA;7;MATERIAL P PRESENTES A AUTORIDADES                                              
2024;339132;GRUPO NATUREZA DESPESA;8;MATERIAL DE DIVULGACAO                                                          
2024;339132;GRUPO NATUREZA DESPESA;9;SERVICO DE LOCACAO                                                              
2024;339132;GRUPO NATUREZA DESPESA;10;SERVICO DE BUFFET                                                               
2024;339132;GRUPO NATUREZA DESPESA;11;PASSAGENS AEREAS                                                                
2024;339132;GRUPO NATUREZA DESPESA;12;PASSAGENS TERRESTRES                                                            
2024;339132;GRUPO NATUREZA DESPESA;13;HOSPEDAGEM                                                                      
2024;339132;GRUPO NATUREZA DESPESA;14;SERVICO DE TRANSLADO                                                            
2024;339132;GRUPO NATUREZA DESPESA;99;OUTROS MATERIAIS PARA DISTRIBUICAO GRATUITA                                     
2024;33913200;MATERIAL DE DISTRIBUICAO GRATUITA;1;PREMIOS E CONDECORACOES
2024;33913200;MATERIAL DE DISTRIBUICAO GRATUITA;2;MEDALHAS E TROFEUS
2024;33913200;MATERIAL DE DISTRIBUICAO GRATUITA;3;LIVROS DIDATICOS
2024;33913200;MATERIAL DE DISTRIBUICAO GRATUITA;4;MEDICAMENTOS
2024;33913200;MATERIAL DE DISTRIBUICAO GRATUITA;6;MATERIAL ESPORTIVOS
2024;33913200;MATERIAL DE DISTRIBUICAO GRATUITA;7;MATERIAL P PRESENTES A AUTORIDADES
2024;33913200;MATERIAL DE DISTRIBUICAO GRATUITA;8;MATERIAL DE DIVULGACAO
2024;33913200;MATERIAL DE DISTRIBUICAO GRATUITA;9;SERVICO DE LOCACAO
2024;33913200;MATERIAL DE DISTRIBUICAO GRATUITA;10;SERVICO DE BUFFET
2024;33913200;MATERIAL DE DISTRIBUICAO GRATUITA;11;PASSAGENS AEREAS
2024;33913200;MATERIAL DE DISTRIBUICAO GRATUITA;12;PASSAGENS TERRESTRES
2024;33913200;MATERIAL DE DISTRIBUICAO GRATUITA;13;HOSPEDAGEM
2024;33913200;MATERIAL DE DISTRIBUICAO GRATUITA;14;SERVICO DE TRANSLADO
2024;33913200;MATERIAL DE DISTRIBUICAO GRATUITA;99;OUTROS MATERIAIS PARA DISTRIBUICAO GRATUITA
2024;339139;GRUPO NATUREZA DESPESA;1;AGUA E ESGOTO                                                                   
2024;339139;GRUPO NATUREZA DESPESA;2;ENERGIA ELETRICA                                                                
2024;339139;GRUPO NATUREZA DESPESA;3;TELEFONE TELEX E CELULAR                                                        
2024;339139;GRUPO NATUREZA DESPESA;4;PORTES E TELEGRAMAS                                                             
2024;339139;GRUPO NATUREZA DESPESA;9;COMUNICACAO E DIVULGACAO                                                        
2024;339139;GRUPO NATUREZA DESPESA;12;SERVICOS DE EDITORACAO GRAFICA                                                  
2024;339139;GRUPO NATUREZA DESPESA;19;SEGUROS EM GERAL                                                                
2024;339139;GRUPO NATUREZA DESPESA;46;ASSINATURAS DE JORNAIS E REVISTAS                                               
2024;339139;GRUPO NATUREZA DESPESA;57;PUBLICACAO DE EDITAIS E ATAS                                                    
2024;339139;GRUPO NATUREZA DESPESA;61;SEGURO E LICENCIAMENTO DE VEICULOS                                              
2024;339139;GRUPO NATUREZA DESPESA;99;OUTROS SERVICOS DE TERCEIROS                                                    
2024;33913900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;1;AGUA E ESGOTO
2024;33913900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;2;ENERGIA ELETRICA
2024;33913900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;3;TELEFONE TELEX E CELULAR
2024;33913900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;4;PORTES E TELEGRAMAS
2024;33913900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;9;COMUNICACAO E DIVULGACAO
2024;33913900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;12;SERVICOS DE EDITORACAO GRAFICA
2024;33913900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;19;SEGUROS EM GERAL
2024;33913900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;46;ASSINATURAS DE JORNAIS E REVISTAS
2024;33913900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;57;PUBLICACAO DE EDITAIS E ATAS
2024;33913900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;61;SEGURO E LICENCIAMENTO DE VEICULOS
2024;33913900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;99;OUTROS SERVICOS DE TERCEIROS
2024;339147;GRUPO NATUREZA DESPESA;1;PASEP                                                                           
2024;339147;GRUPO NATUREZA DESPESA;99;OUTRAS OBRIGACOES TRIBUTARIAS E CONTRIBUTATIVAS                                 
2024;33914700;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS;1;PASEP
2024;33914700;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS;99;OUTRAS OBRIGACOES TRIBUTARIAS E CONTRIBUTATIVAS
2024;339191;GRUPO NATUREZA DESPESA;1;SENTENCAS DE NATUREZA TRABALHISTA                                               
2024;339191;GRUPO NATUREZA DESPESA;2;SENTENCAS JUDICIAIS                                                             
2024;33919100;SETENCAS JUDICIAS - OP. INTRA-ORCAMENTARIAS;1;SENTENCAS DE NATUREZA TRABALHISTA
2024;33919100;SETENCAS JUDICIAS - OP. INTRA-ORCAMENTARIAS;2;SENTENCAS JUDICIAIS
2024;339192;GRUPO NATUREZA DESPESA;1;DESPESAS DE EXERCICIOS ANTERIORES                                               
2024;33919200;DESPESAS DE EXERCICIOS ANTERIORES - OP. INTRA-ORCAMENTA;1;DESPESAS DE EXERCICIOS ANTERIORES
2024;339193;GRUPO NATUREZA DESPESA;1;INDENIZACOES                                                                    
2024;339193;GRUPO NATUREZA DESPESA;2;RESSARCIMENTO                                                                   
2024;33919300;INDENIZACOES E RESTITUICOES - OP.INTRA-ORCAMENTARIAS;1;INDENIZACOES
2024;33919300;INDENIZACOES E RESTITUICOES - OP.INTRA-ORCAMENTARIAS;2;RESSARCIMENTO
2024;442041;GRUPO NATUREZA DESPESA;1;CONTRIBUICOES                                                                   
2024;44204100;CONTRIBUICOES;1;CONTRIBUICOES
2024;442052;GRUPO NATUREZA DESPESA;1;EQUIPAMENTOS E MATERIAL PERMANENTE                                              
2024;44205200;EQUIPAMENTOS E MATERIAL PERMANENTE;1;EQUIPAMENTOS E MATERIAL PERMANENTE
2024;443051;GRUPO NATUREZA DESPESA;1;TESTE                                                                           
2024;44305100;OBRAS E INSTALACOES;1;TESTE
2024;444041;GRUPO NATUREZA DESPESA;1;CONTRIBUICOES                                                                   
2024;44404100;CONTRIBUICOES;1;CONTRIBUICOES
2024;444042;GRUPO NATUREZA DESPESA;1;AMPLIACAO E REFORMA                                                             
2024;44404200;AUXILIOS;1;AMPLIACAO E REFORMA
2024;444051;GRUPO NATUREZA DESPESA;1;OBRAS E INSTALACOES                                                             
2024;44405100;OBRAS E INSTALACOES;1;OBRAS E INSTALACOES
2024;444052;GRUPO NATUREZA DESPESA;1;EQUIPAMENTOS E MATERIAL PERMANENTE                                              
2024;44405200;EQUIPAMENTOS E MATERIAL PERMANENTE;1;EQUIPAMENTOS E MATERIAL PERMANENTE
2024;444061;GRUPO NATUREZA DESPESA;1;AQUISICAO DE IMOVEIS                                                            
2024;44406100;AQUISICAO DE IMOVEIS;1;AQUISICAO DE IMOVEIS
2024;444092;GRUPO NATUREZA DESPESA;1;DESPESAS DE EXERCICIOS ANTERIORES                                               
