EXERCICIO;CODIGO_NATUREZA_DESPESA;NOME_NATUREZA_DESPESA;CODIGO_ITEM_DESPESA;NOME_ITEM_DESPESA
2024;33903700;LOCACAO DE MAO-DE-OBRA;1;APOIO ADMINISTRATIVO E OUTRAS
2024;33903700;LOCACAO DE MAO-DE-OBRA;2;ASSISTENCIA TECNICA
2024;33903700;LOCACAO DE MAO-DE-OBRA;3;LIMPEZA E HIGIENIZACAO
2024;33903700;LOCACAO DE MAO-DE-OBRA;4;COPA E COZINHA
2024;33903700;LOCACAO DE MAO-DE-OBRA;5;OPERAD DE MAQUINAS E MOTORISTAS
2024;33903700;LOCACAO DE MAO-DE-OBRA;6;SEGURANCA E VIGILANCIA
2024;33903700;LOCACAO DE MAO-DE-OBRA;7;FORNECIMENTO DE ALIMENTACAO
2024;33903700;LOCACAO DE MAO-DE-OBRA;8;SERVICOS DE LAVANDERIA
2024;33903700;LOCACAO DE MAO-DE-OBRA;9;MANUTENCAO DE EQUIPAMENTOS
2024;33903700;LOCACAO DE MAO-DE-OBRA;10;SERVICOS DE JARDINAGEM
2024;33903700;LOCACAO DE MAO-DE-OBRA;11;MANUT E CONSERV DE BENS IMOVEIS
2024;33903700;LOCACAO DE MAO-DE-OBRA;13;CAPATAZIA
2024;33903700;LOCACAO DE MAO-DE-OBRA;14;TECNICO ADM E ESCRITORIO
2024;33903700;LOCACAO DE MAO-DE-OBRA;15;PROVISIONAMENTO CF CLAUSULAS CONTRATUAIS
2024;33903700;LOCACAO DE MAO-DE-OBRA;16;CONTRATACAO DE SERVICOS GERAIS
2024;33903700;LOCACAO DE MAO-DE-OBRA;17;SERVICOS DE ADMINISTRACAO DE PENITENCIARIA
2024;33903700;LOCACAO DE MAO-DE-OBRA;80;TECNOLOGIA DA INFORMACAO
2024;33903700;LOCACAO DE MAO-DE-OBRA;99;OUTRAS LOCACOES DE MAO DE OBRA
2024;339038;GRUPO NATUREZA DESPESA;1;LOCACAO DE MAQUINAS E EQUIPAMENTOS                                              
2024;339038;GRUPO NATUREZA DESPESA;2;LOCACAO DE VEICULOS                                                             
2024;339038;GRUPO NATUREZA DESPESA;88;LOC DE MAQ EQUIP SOFTWARE E INFRA EST P TI                                      
2024;339038;GRUPO NATUREZA DESPESA;99;OUTROS ARREDAMENTOS                                                             
2024;33903800;ARRENDAMENTO MERCANTIL;1;LOCACAO DE MAQUINAS E EQUIPAMENTOS
2024;33903800;ARRENDAMENTO MERCANTIL;2;LOCACAO DE VEICULOS
2024;33903800;ARRENDAMENTO MERCANTIL;88;LOC DE MAQ EQUIP SOFTWARE E INFRA EST P TI
2024;33903800;ARRENDAMENTO MERCANTIL;99;OUTROS ARREDAMENTOS
2024;339039;GRUPO NATUREZA DESPESA;1;ASSINATURAS DE PERIODICOS E ANUIDADES                                           
2024;339039;GRUPO NATUREZA DESPESA;2;CONDOMINIOS                                                                     
2024;339039;GRUPO NATUREZA DESPESA;3;COMISSOES E CORRETAGENS                                                         
2024;339039;GRUPO NATUREZA DESPESA;4;DIREITOS AUTORAIS                                                               
2024;339039;GRUPO NATUREZA DESPESA;5;SERVICOS TECNICOS PROFISSIONAIS                                                 
2024;339039;GRUPO NATUREZA DESPESA;6;CAPATAZIA, ESTIVA E PESAGEM                                                     
2024;339039;GRUPO NATUREZA DESPESA;7;DESCONTOS FINANCEIROS CONCEDIDOS                                                
2024;339039;GRUPO NATUREZA DESPESA;8;MANUTENCAO DE SOFTWARE                                                          
2024;339039;GRUPO NATUREZA DESPESA;9;ARMAZENAGEM                                                                     
2024;339039;GRUPO NATUREZA DESPESA;10;LOCACAO DE IMOVEIS                                                              
2024;339039;GRUPO NATUREZA DESPESA;11;LOCACAO DE SOFTWARES                                                            
2024;339039;GRUPO NATUREZA DESPESA;12;LOCACAO DE MAQUINAS E EQUIPAMENTOS                                              
2024;339039;GRUPO NATUREZA DESPESA;13;LOCACAO BENS MOVEIS E OUTRAS NATUREZAS E INTANGIVEIS                            
2024;339039;GRUPO NATUREZA DESPESA;14;MANUTENCAO E CONSERVACAO. DE BENS IMOVEIS                                       
2024;339039;GRUPO NATUREZA DESPESA;15;MANUTENCAO E CONSERVACAO DE MAQUINAS E EQUIPAMENTOS                             
2024;339039;GRUPO NATUREZA DESPESA;16;MANUTENCAO E CONSERVACAO DE VEICULOS                                            
2024;339039;GRUPO NATUREZA DESPESA;17;MANUTENCAO E CONSERVACAO DE BENS MOVEIS DE OUTRAS NATUREZAS                     
2024;339039;GRUPO NATUREZA DESPESA;18;MANUTENCAO E CONSERVACAO DE ESTRADAS E VIAS                                     
2024;339039;GRUPO NATUREZA DESPESA;19;EXPOSICOES, CONGRESSOS E CONFERENCIAS                                           
2024;339039;GRUPO NATUREZA DESPESA;20;FESTIVIDADES E HOMENAGENS                                                       
2024;339039;GRUPO NATUREZA DESPESA;21;MULTAS DEDUTIVEIS                                                               
2024;339039;GRUPO NATUREZA DESPESA;22;MULTAS INDEDUTIVEIS                                                             
2024;339039;GRUPO NATUREZA DESPESA;23;JUROS                                                                           
2024;339039;GRUPO NATUREZA DESPESA;24;ENCARGOS FINANCEIROS DEDUTIVEIS                                                 
2024;339039;GRUPO NATUREZA DESPESA;25;ENCARGOS FINANCEIROS INDEDUTIVEIS                                               
2024;339039;GRUPO NATUREZA DESPESA;26;PROGRAMA DE ALIMENTACAO DO TRABALHADOR                                          
2024;339039;GRUPO NATUREZA DESPESA;27;FORNECIMENTO DE ALIMENTACAO                                                     
2024;339039;GRUPO NATUREZA DESPESA;28;SERVICOS DE CARATER SECRETO OU RESERVADO                                        
2024;339039;GRUPO NATUREZA DESPESA;29;SERVICOS DE ENERGIA ELETRICA                                                    
2024;339039;GRUPO NATUREZA DESPESA;30;SERVICOS DE AGUA E ESGOTO                                                       
2024;339039;GRUPO NATUREZA DESPESA;31;SERVICOS DE GAS                                                                 
2024;339039;GRUPO NATUREZA DESPESA;32;SERVICOS DOMESTICOS                                                             
2024;339039;GRUPO NATUREZA DESPESA;33;SERVICOS DE COMUNICACAO EM GERAL                                                
2024;339039;GRUPO NATUREZA DESPESA;34;SERVICO DE SELECAO E TREINAMENTO                                                
2024;339039;GRUPO NATUREZA DESPESA;35;PRODUCOES JORNALISTICAS                                                         
2024;339039;GRUPO NATUREZA DESPESA;36;SERVICO MEDICOHOSPITAL, ODONTOLOGICO E LABORATORIAIS                            
2024;339039;GRUPO NATUREZA DESPESA;37;SERVICOS DE ANALISES E PESQUISAS CIENTIFICAS                                    
2024;339039;GRUPO NATUREZA DESPESA;38;SERVICOS DE REABILITACAO PROFISSIONAL                                           
2024;339039;GRUPO NATUREZA DESPESA;39;SERVICOS DE ASSISTENCIA SOCIAL                                                  
2024;339039;GRUPO NATUREZA DESPESA;40;SERVICOS DE CRECHES E ASSISTENCIA PRE- ESCOLAR                                  
2024;339039;GRUPO NATUREZA DESPESA;41;SERVICOS DE PERICIAS MEDICAS POR BENEFICIOS                                     
2024;339039;GRUPO NATUREZA DESPESA;42;SERVICOS DE PROCESSAMENTO DE DADOS                                              
2024;339039;GRUPO NATUREZA DESPESA;43;SERVICOS DE TELECOMUNICACOES                                                    
2024;339039;GRUPO NATUREZA DESPESA;44;SERVICOS DE AUDIO, VIDEO E FOTO                                                 
2024;339039;GRUPO NATUREZA DESPESA;45;SERVICOS DE MANOBRA E PATRULHAMENTO                                             
2024;339039;GRUPO NATUREZA DESPESA;46;SERVICOS DE SOCORRO E SALVAMENTO                                                
2024;339039;GRUPO NATUREZA DESPESA;47;SERVICOS DE PRODUCAO INDUSTRIAL                                                 
2024;339039;GRUPO NATUREZA DESPESA;48;SERVICOS GRAFICOS                                                               
2024;339039;GRUPO NATUREZA DESPESA;49;SERVICOS DE APOIO AO ENSINO                                                     
2024;339039;GRUPO NATUREZA DESPESA;50;SERVICOS JUDICIARIOS                                                            
2024;339039;GRUPO NATUREZA DESPESA;51;SERVICOS FUNERARIOS                                                             
2024;339039;GRUPO NATUREZA DESPESA;52;SERVICO DE CONSERVACAO E REBENEFICIAMENTO DE MERCADORIAS                        
2024;339039;GRUPO NATUREZA DESPESA;53;SEGUROS EM GERAL                                                                
2024;339039;GRUPO NATUREZA DESPESA;54;CONFECCAO DE UNIFORMES, BANDEIRAS E FLAMULAS                                    
2024;339039;GRUPO NATUREZA DESPESA;55;CONFECCAO DE MATERIAL DE ACONDICIONAMENTO E EMBALAGEM                           
2024;339039;GRUPO NATUREZA DESPESA;56;VALE-TRANSPORTE                                                                 
2024;339039;GRUPO NATUREZA DESPESA;57;TRANSPORTE DE SERVIDORES                                                        
2024;339039;GRUPO NATUREZA DESPESA;58;FRETES E TRANSPORTES DE ENCOMENDAS                                              
2024;339039;GRUPO NATUREZA DESPESA;59;TICKET COMBUSTIVEL                                                              
2024;339039;GRUPO NATUREZA DESPESA;60;VIGILANCIA OSTENSIVA                                                            
2024;339039;GRUPO NATUREZA DESPESA;61;LIMPEZA E CONSERVACAO                                                           
2024;339039;GRUPO NATUREZA DESPESA;62;SERVICO DE APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL                          
2024;339039;GRUPO NATUREZA DESPESA;63;HOSPEDAGENS                                                                     
2024;339039;GRUPO NATUREZA DESPESA;64;SERVICOS BANCARIOS                                                              
2024;339039;GRUPO NATUREZA DESPESA;65;SERVICOS DE COPIAS E REPRODUCAO DE DOCUMENTOS                                   
2024;339039;GRUPO NATUREZA DESPESA;66;SERVICOS EM ITENS REPARAVEIS DE AVIACAO                                         
2024;339039;GRUPO NATUREZA DESPESA;67;SERVICOS RELACIONADOS A INDUSTRIALIZACAO AEROESPACIAL                           
2024;339039;GRUPO NATUREZA DESPESA;68;SERVICOS DE PUBLICIDADE E PROPAGANDA                                            
2024;339039;GRUPO NATUREZA DESPESA;69;MANUTENCAO DE REPARTICOES ? SERVICO EXTERIOR                                    
2024;339039;GRUPO NATUREZA DESPESA;70;AQUISICAO DE SOFTWARES DE APLICACAO.                                            
2024;339039;GRUPO NATUREZA DESPESA;71;MANUTENCAO CONSERVACAO DE EQUIPAMENTOS DE PROCESSAMENTO DE DADOS                
2024;339039;GRUPO NATUREZA DESPESA;72;OUTROS SERVICOS DE TERCEIROS PJ- PAGTO ANTECIPADO                               
2024;339039;GRUPO NATUREZA DESPESA;73;DESPESAS DE TELEPROCESSAMENTO                                                   
2024;339039;GRUPO NATUREZA DESPESA;74;OUTROS SERVICOS DE TERCEIROS, PESSOA JURIDICA                                   
2024;339039;GRUPO NATUREZA DESPESA;75;CLASSIFICACAO DE PRODUTOS                                                       
2024;339039;GRUPO NATUREZA DESPESA;76;PUBLICACAO DE EDITAIS E ATAS                                                    
2024;339039;GRUPO NATUREZA DESPESA;86;PATROCIONÍOS                                                                    
2024;339039;GRUPO NATUREZA DESPESA;87;PUBLICIDADE LEGAL                                                               
2024;339039;GRUPO NATUREZA DESPESA;88;RECREACAO                                                                       
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;1;ASSINATURAS DE PERIODICOS E ANUIDADES
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;2;CONDOMINIOS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;3;COMISSOES E CORRETAGENS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;4;DIREITOS AUTORAIS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;5;SERVICOS TECNICOS PROFISSIONAIS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;6;CAPATAZIA, ESTIVA E PESAGEM
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;7;DESCONTOS FINANCEIROS CONCEDIDOS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;8;MANUTENCAO DE SOFTWARE
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;9;ARMAZENAGEM
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;10;LOCACAO DE IMOVEIS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;11;LOCACAO DE SOFTWARES
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;12;LOCACAO DE MAQUINAS E EQUIPAMENTOS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;13;LOCACAO BENS MOVEIS E OUTRAS NATUREZAS E INTANGIVEIS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;14;MANUTENCAO E CONSERVACAO. DE BENS IMOVEIS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;15;MANUTENCAO E CONSERVACAO DE MAQUINAS E EQUIPAMENTOS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;16;MANUTENCAO E CONSERVACAO DE VEICULOS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;17;MANUTENCAO E CONSERVACAO DE BENS MOVEIS DE OUTRAS NATUREZAS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;18;MANUTENCAO E CONSERVACAO DE ESTRADAS E VIAS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;19;EXPOSICOES, CONGRESSOS E CONFERENCIAS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;20;FESTIVIDADES E HOMENAGENS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;21;MULTAS DEDUTIVEIS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;22;MULTAS INDEDUTIVEIS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;23;JUROS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;24;ENCARGOS FINANCEIROS DEDUTIVEIS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;25;ENCARGOS FINANCEIROS INDEDUTIVEIS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;26;PROGRAMA DE ALIMENTACAO DO TRABALHADOR
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;27;FORNECIMENTO DE ALIMENTACAO
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;28;SERVICOS DE CARATER SECRETO OU RESERVADO
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;29;SERVICOS DE ENERGIA ELETRICA
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;30;SERVICOS DE AGUA E ESGOTO
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;31;SERVICOS DE GAS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;32;SERVICOS DOMESTICOS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;33;SERVICOS DE COMUNICACAO EM GERAL
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;34;SERVICO DE SELECAO E TREINAMENTO
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;35;PRODUCOES JORNALISTICAS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;36;SERVICO MEDICOHOSPITAL, ODONTOLOGICO E LABORATORIAIS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;37;SERVICOS DE ANALISES E PESQUISAS CIENTIFICAS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;38;SERVICOS DE REABILITACAO PROFISSIONAL
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;39;SERVICOS DE ASSISTENCIA SOCIAL
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;40;SERVICOS DE CRECHES E ASSISTENCIA PRE- ESCOLAR
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;41;SERVICOS DE PERICIAS MEDICAS POR BENEFICIOS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;42;SERVICOS DE PROCESSAMENTO DE DADOS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;43;SERVICOS DE TELECOMUNICACOES
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;44;SERVICOS DE AUDIO, VIDEO E FOTO
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;45;SERVICOS DE MANOBRA E PATRULHAMENTO
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;46;SERVICOS DE SOCORRO E SALVAMENTO
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;47;SERVICOS DE PRODUCAO INDUSTRIAL
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;48;SERVICOS GRAFICOS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;49;SERVICOS DE APOIO AO ENSINO
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;50;SERVICOS JUDICIARIOS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;51;SERVICOS FUNERARIOS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;52;SERVICO DE CONSERVACAO E REBENEFICIAMENTO DE MERCADORIAS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;53;SEGUROS EM GERAL
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;54;CONFECCAO DE UNIFORMES, BANDEIRAS E FLAMULAS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;55;CONFECCAO DE MATERIAL DE ACONDICIONAMENTO E EMBALAGEM
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;56;VALE-TRANSPORTE
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;57;TRANSPORTE DE SERVIDORES
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;58;FRETES E TRANSPORTES DE ENCOMENDAS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;59;TICKET COMBUSTIVEL
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;60;VIGILANCIA OSTENSIVA
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;61;LIMPEZA E CONSERVACAO
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;62;SERVICO DE APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;63;HOSPEDAGENS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;64;SERVICOS BANCARIOS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;65;SERVICOS DE COPIAS E REPRODUCAO DE DOCUMENTOS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;66;SERVICOS EM ITENS REPARAVEIS DE AVIACAO
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;67;SERVICOS RELACIONADOS A INDUSTRIALIZACAO AEROESPACIAL
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;68;SERVICOS DE PUBLICIDADE E PROPAGANDA
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;69;MANUTENCAO DE REPARTICOES ? SERVICO EXTERIOR
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;70;AQUISICAO DE SOFTWARES DE APLICACAO.
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;71;MANUTENCAO CONSERVACAO DE EQUIPAMENTOS DE PROCESSAMENTO DE DADOS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;72;OUTROS SERVICOS DE TERCEIROS PJ- PAGTO ANTECIPADO
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;73;DESPESAS DE TELEPROCESSAMENTO
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;74;OUTROS SERVICOS DE TERCEIROS, PESSOA JURIDICA
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;75;CLASSIFICACAO DE PRODUTOS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;76;PUBLICACAO DE EDITAIS E ATAS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;86;PATROCIONÍOS
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;87;PUBLICIDADE LEGAL
2024;33903900;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA;88;RECREACAO
2024;339040;GRUPO NATUREZA DESPESA;1;LOCACAO DE EQUIPAMENTOS DE TIC ATIVOS DE REDE                                   
2024;339040;GRUPO NATUREZA DESPESA;2;LOCACAO DE EQUIPAMENTOS DE TIC COMPUTADORES                                     
2024;339040;GRUPO NATUREZA DESPESA;3;LOCACAO DE EQUIPAMENTOS DE TIC SERVIDORES STORAGE                               
2024;339040;GRUPO NATUREZA DESPESA;4;LOCACAO DE EQUIPAMENTOS DE TIC IMPRESSORAS                                      
2024;339040;GRUPO NATUREZA DESPESA;5;LOCACAO DE EQUIPAMENTOS DE TIC TELEFONIA                                        
2024;339040;GRUPO NATUREZA DESPESA;6;LOCACAO DE SOFTWARE                                                             
2024;339040;GRUPO NATUREZA DESPESA;7;MANUTENCAO CORRETIVA ADAPTATIVA E SUSTENTACAO SOFTWARES                         
2024;339040;GRUPO NATUREZA DESPESA;8;DESENVOLVIMENTO DE SOFTWARE                                                     
2024;339040;GRUPO NATUREZA DESPESA;9;HOSPEDAGENS DE SISTEMAS                                                         
2024;339040;GRUPO NATUREZA DESPESA;10;SUPORTE A USUARIOS DE TIC                                                       
2024;339040;GRUPO NATUREZA DESPESA;11;SUPORTE DE INFRAESTRUTURA DE TI                                                 
2024;339040;GRUPO NATUREZA DESPESA;12;MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TI                                  
2024;339040;GRUPO NATUREZA DESPESA;13;COMUNICACAO DE DADOS                                                            
2024;339040;GRUPO NATUREZA DESPESA;14;TELEFONIA FIXA E MOVEL PACOTE DE COMUNICACAO DE DADOS                           
2024;339040;GRUPO NATUREZA DESPESA;15;DIGITALIZACAO INDEXACAO DE DOCUMENTOS                                           
2024;339040;GRUPO NATUREZA DESPESA;16;OUTSOURCING DE IMPRESSAO                                                        
2024;339040;GRUPO NATUREZA DESPESA;17;COMPUTACAO DE NUVEM INFRAESTRUTURA COMO SERVICO IAAS                            
2024;339040;GRUPO NATUREZA DESPESA;18;COMPUTACAO DE NUVEM PLATAFORMA COMO SERVICO PAAS                                
2024;339040;GRUPO NATUREZA DESPESA;19;COMPUTACAO DE NUVEM SOFTWARE COMO SERVICO SAAS                                  
2024;339040;GRUPO NATUREZA DESPESA;20;TREINAMENTO E CAPACITACAO EM TIC                                                
2024;339040;GRUPO NATUREZA DESPESA;21;SERVICOS TECNICOS PROFISSIONAIS DE TI                                           
2024;339040;GRUPO NATUREZA DESPESA;22;INSTALACAO DE EQUIPAMENTOS DE TI                                                
2024;339040;GRUPO NATUREZA DESPESA;23;EMISSAO DE CERTIFICADOS DIGITAIS                                                
2024;339040;GRUPO NATUREZA DESPESA;24;SEGURANCA DA INFORMACAO EM TIC                                                  
2024;339040;GRUPO NATUREZA DESPESA;99;OUTROS SERVICOS TECNICOS PROFISSIONAIS DE TI                                    
2024;33904000;SERVICO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PES;1;LOCACAO DE EQUIPAMENTOS DE TIC ATIVOS DE REDE
2024;33904000;SERVICO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PES;2;LOCACAO DE EQUIPAMENTOS DE TIC COMPUTADORES
2024;33904000;SERVICO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PES;3;LOCACAO DE EQUIPAMENTOS DE TIC SERVIDORES STORAGE
2024;33904000;SERVICO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PES;4;LOCACAO DE EQUIPAMENTOS DE TIC IMPRESSORAS
2024;33904000;SERVICO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PES;5;LOCACAO DE EQUIPAMENTOS DE TIC TELEFONIA
2024;33904000;SERVICO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PES;6;LOCACAO DE SOFTWARE
2024;33904000;SERVICO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PES;7;MANUTENCAO CORRETIVA ADAPTATIVA E SUSTENTACAO SOFTWARES
2024;33904000;SERVICO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PES;8;DESENVOLVIMENTO DE SOFTWARE
2024;33904000;SERVICO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PES;9;HOSPEDAGENS DE SISTEMAS
2024;33904000;SERVICO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PES;10;SUPORTE A USUARIOS DE TIC
2024;33904000;SERVICO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PES;11;SUPORTE DE INFRAESTRUTURA DE TI
2024;33904000;SERVICO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PES;12;MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TI
2024;33904000;SERVICO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PES;13;COMUNICACAO DE DADOS
2024;33904000;SERVICO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PES;14;TELEFONIA FIXA E MOVEL PACOTE DE COMUNICACAO DE DADOS
2024;33904000;SERVICO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PES;15;DIGITALIZACAO INDEXACAO DE DOCUMENTOS
2024;33904000;SERVICO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PES;16;OUTSOURCING DE IMPRESSAO
2024;33904000;SERVICO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PES;17;COMPUTACAO DE NUVEM INFRAESTRUTURA COMO SERVICO IAAS
2024;33904000;SERVICO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PES;18;COMPUTACAO DE NUVEM PLATAFORMA COMO SERVICO PAAS
2024;33904000;SERVICO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PES;19;COMPUTACAO DE NUVEM SOFTWARE COMO SERVICO SAAS
2024;33904000;SERVICO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PES;20;TREINAMENTO E CAPACITACAO EM TIC
2024;33904000;SERVICO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PES;21;SERVICOS TECNICOS PROFISSIONAIS DE TI
2024;33904000;SERVICO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PES;22;INSTALACAO DE EQUIPAMENTOS DE TI
2024;33904000;SERVICO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PES;23;EMISSAO DE CERTIFICADOS DIGITAIS
2024;33904000;SERVICO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PES;24;SEGURANCA DA INFORMACAO EM TIC
2024;33904000;SERVICO DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PES;99;OUTROS SERVICOS TECNICOS PROFISSIONAIS DE TI
